"","num_id","s_id","Turbidity","Nitrogen","dominant_landcover","Longitude","lat","E.Coli","Phosphorus","period","Trend","percent_annual_change"
"803",803,"HBRC-00009",39,108,"Pastoral",176.334202998987,-39.9658908401686,115,115,"2008-2017","Indeterminate","0-1% improving"
"806",806,"HBRC-00015",37,38,"Pastoral",176.719099942797,-39.4403508062227,40,40,"2008-2017","Indeterminate","1-2% improving"
"807",807,"HBRC-00017",36,37,"Native",176.439000193844,-39.3709401621232,40,40,"2008-2017","Indeterminate","0-1% worsening"
"809",809,"HBRC-00018",38,39,"Pastoral",176.626866285652,-39.9960672470266,39,39,"2008-2017","Indeterminate",">2% worsening"
"811",811,"HBRC-00019",39,40,"Pastoral",176.44559233214,-39.8622508973644,112,114,"2008-2017","Indeterminate","0-1% worsening"
"812",812,"HBRC-00020",39,108,"Pastoral",176.524815715528,-39.9070765525801,114,115,"2008-2017","Improving",">2% improving"
"814",814,"HBRC-00028",36,39,"Native",176.50803372774,-38.9444047606241,40,40,"2008-2017","Indeterminate","1-2% improving"
"815",815,"HBRC-00038",37,37,"Pastoral",176.760319611954,-39.5867339712565,40,40,"2008-2017","Indeterminate",">2% improving"
"817",817,"HBRC-00039",39,40,"Pastoral",176.35076124642,-39.9352709837036,113,116,"2008-2017","Indeterminate","0-1% improving"
"820",820,"HBRC-00040",38,37,"Pastoral",176.97914358118,-39.8010566346873,40,40,"2008-2017","Improving",">2% improving"
"821",821,"HBRC-00041",36,37,"Pastoral",176.981118783376,-39.8258516055328,40,40,"2008-2017","Improving",">2% improving"
"823",823,"HBRC-00042",39,109,"Pastoral",176.371057906781,-40.0240694684561,112,114,"2008-2017","Indeterminate","1-2% worsening"
"824",824,"HBRC-00055",37,110,"Pastoral",176.285126300938,-38.9478651481365,113,113,"2008-2017","Indeterminate","0-1% improving"
"825",825,"HBRC-00056",38,39,"Pastoral",176.275345016549,-38.9152131632541,109,110,"2008-2017","Indeterminate","0-1% worsening"
"826",826,"HBRC-00059",36,37,"Pastoral",176.711405670004,-39.5994463533642,40,40,"2008-2017","Indeterminate","0-1% worsening"
"827",827,"HBRC-00061",37,38,"Native",176.577115297132,-39.5998512928447,40,40,"2008-2017","Indeterminate","0-1% improving"
"828",828,"HBRC-00062",39,40,"Native",176.286569043924,-39.0792486114759,109,110,"2008-2017","Indeterminate","0-1% worsening"
"829",829,"HBRC-00069",37,108,"Pastoral",176.302240766045,-39.0741266762876,109,110,"2008-2017","Improving",">2% improving"
"830",830,"HBRC-00070",38,40,"Native",176.30746287011,-39.0822605624851,108,110,"2008-2017","Indeterminate","1-2% improving"
"831",831,"HRC-00002",118,118,"Pastoral",175.83617,-39.75376,118,118,"2008-2017","Improving",">2% improving"
"832",832,"HRC-00003",120,120,"Pastoral",175.78086,-39.65688,120,120,"2008-2017","Indeterminate","1-2% worsening"
"833",833,"HRC-00005",113,114,"Pastoral",175.62164,-40.44907,113,114,"2008-2017","Indeterminate","0-1% worsening"
"834",834,"HRC-00006",36,108,"Pastoral",176.01202,-40.21971,108,108,"2008-2017","Improving",">2% improving"
"835",835,"HRC-00007",116,117,"Pastoral",175.2821,-39.42102,116,117,"2008-2017","Indeterminate","1-2% improving"
"836",836,"HRC-00008",120,120,"Pastoral",175.74511,-40.56517,120,120,"2008-2017","Indeterminate","1-2% worsening"
"837",837,"HRC-00010",118,118,"Pastoral",175.93115,-40.5236599999999,118,118,"2008-2017","Improving",">2% improving"
"838",838,"HRC-00012",119,120,"Pastoral",175.26837,-40.5115699999999,120,120,"2008-2017","Improving",">2% improving"
"839",839,"HRC-00015",119,120,"Pastoral",175.62773,-40.37329,118,119,"2008-2017","Indeterminate",">2% worsening"
"840",840,"HRC-00016",118,120,"Pastoral",175.96286,-40.35886,120,120,"2008-2017","Indeterminate","0-1% improving"
"841",841,"HRC-00017",118,119,"Pastoral",175.81803,-40.33185,118,119,"2008-2017","Indeterminate",">2% worsening"
"842",842,"HRC-00019",114,114,"Pastoral",175.79173,-40.4361099999999,114,114,"2008-2017","Indeterminate","0-1% worsening"
"843",843,"HRC-00020",119,120,"Pastoral",175.84788,-40.3419299999999,120,120,"2008-2017","Indeterminate","0-1% improving"
"844",844,"HRC-00021",114,114,"Native",175.54746,-40.68052,114,114,"2008-2017","Indeterminate","0-1% worsening"
"845",845,"HRC-00022",120,120,"Pastoral",175.61099,-40.64036,120,120,"2008-2017","Indeterminate","0-1% worsening"
"846",846,"HRC-00024",120,120,"Pastoral",175.86191,-40.42268,120,120,"2008-2017","Indeterminate","0-1% improving"
"847",847,"HRC-00025",111,113,"Pastoral",176.0988,-40.24085,113,113,"2008-2017","Indeterminate","1-2% improving"
"848",848,"HRC-00026",118,120,"Pastoral",176.18953,-40.24468,120,120,"2008-2017","Indeterminate","1-2% worsening"
"849",849,"HRC-00027",119,120,"Pastoral",175.33113,-39.70028,119,120,"2008-2017","Worsening",">2% worsening"
"850",850,"HRC-00028",119,120,"Pastoral",175.32311,-39.431,119,120,"2008-2017","Improving","1-2% improving"
"851",851,"HRC-00029",113,114,"Native",175.41228,-39.4017,113,114,"2008-2017","Indeterminate","1-2% worsening"
"852",852,"HRC-00030",116,118,"Native",175.3374,-40.66335,118,118,"2008-2017","Improving",">2% improving"
"853",853,"HRC-00031",111,113,"Pastoral",175.19784,-40.66429,113,113,"2008-2017","Indeterminate","0-1% worsening"
"854",854,"HRC-00032",119,120,"Pastoral",175.03238,-38.9175,119,120,"2008-2017","Indeterminate","1-2% worsening"
"855",855,"HRC-00033",117,119,"Pastoral",175.23823,-38.86223,117,118,"2008-2017","Indeterminate","0-1% worsening"
"856",856,"HRC-00034",119,120,"Pastoral",175.52158,-40.27565,120,120,"2008-2017","Improving",">2% improving"
"857",857,"HRC-00036",113,114,"Native",175.9258,-39.9380699999999,114,114,"2008-2017","Improving",">2% improving"
"858",858,"HRC-00037",112,114,"Pastoral",176.03234,-40.25342,114,114,"2008-2017","Improving",">2% improving"
"859",859,"HRC-00038",118,118,"Pastoral",176.30245,-40.63079,118,118,"2008-2017","Indeterminate","0-1% improving"
"860",860,"HRC-00040",119,120,"Pastoral",175.783,-40.2245699999999,119,120,"2008-2017","Improving",">2% improving"
"861",861,"HRC-00041",113,114,"Native",175.94009,-40.05216,113,114,"2008-2017","Improving",">2% improving"
"862",862,"HRC-00042",114,114,"Pastoral",175.45319,-40.0770899999999,112,114,"2008-2017","Indeterminate","1-2% improving"
"863",863,"HRC-00043",120,120,"Pastoral",175.27557,-40.29556,118,120,"2008-2017","Indeterminate","0-1% worsening"
"864",864,"HRC-00044",119,119,"Pastoral",175.46384,-40.07957,117,119,"2008-2017","Indeterminate","0-1% worsening"
"865",865,"HRC-00046",120,120,"Pastoral",176.04425,-39.62765,120,120,"2008-2017","Improving",">2% improving"
"866",866,"HRC-00048",111,113,"Pastoral",176.06491,-40.24535,113,113,"2008-2017","Indeterminate","1-2% improving"
"867",867,"HRC-00049",112,114,"Native",176.03354,-40.12272,114,114,"2008-2017","Improving",">2% improving"
"868",868,"HRC-00050",114,112,"Pastoral",175.92279,-40.46711,112,112,"2008-2017","Indeterminate","0-1% worsening"
"869",869,"HRC-00053",117,118,"Native",175.45767,-39.4962,117,118,"2008-2017","Indeterminate","0-1% worsening"
"870",870,"HRC-00054",117,118,"Native",175.52598,-40.48729,117,117,"2008-2017","Indeterminate","1-2% worsening"
"871",871,"HRC-00055",113,113,"Pastoral",175.23333,-40.02572,113,113,"2008-2017","Indeterminate",">2% worsening"
"872",872,"HRC-00056",116,118,"Native",175.23359,-40.7077399999999,118,118,"2008-2017","Indeterminate","0-1% worsening"
"873",873,"HRC-00057",117,119,"Pastoral",175.16542,-40.68652,119,119,"2008-2017","Indeterminate","1-2% improving"
"874",874,"HRC-00058",113,114,"Pastoral",175.27568,-39.92577,113,114,"2008-2017","Indeterminate",">2% worsening"
"875",875,"HRC-00059",115,115,"Pastoral",175.16185,-39.7694,114,115,"2008-2017","Indeterminate","0-1% worsening"
"876",876,"HRC-00060",119,120,"Pastoral",175.04452,-39.47961,119,120,"2008-2017","Indeterminate","0-1% worsening"
"877",877,"HRC-00061",40,40,"Pastoral",175.06128,-39.11164,40,40,"2008-2017","Indeterminate","0-1% improving"
"878",878,"HRC-00063",119,120,"Pastoral",175.25534,-38.89163,118,119,"2008-2017","Indeterminate","0-1% worsening"
"879",879,"HRC-00064",117,118,"Pastoral",175.38394,-39.40901,118,118,"2008-2017","Indeterminate","0-1% improving"
"880",880,"HRC-00065",118,119,"Native",175.46372,-39.4307399999999,119,119,"2008-2017","Improving",">2% improving"
"881",881,"HRC-00069",113,114,"Pastoral",175.37738,-40.18952,113,114,"2008-2017","Indeterminate","0-1% worsening"
"882",882,"HRC-00070",113,113,"Pastoral",175.48576,-40.13316,114,113,"2008-2017","Worsening",">2% worsening"
"883",883,"HRC-00071",116,117,"Pastoral",175.58116,-39.46329,117,117,"2008-2017","Worsening",">2% worsening"
"884",884,"HRC-00072",36,116,"Pastoral",175.65899,-39.4615,116,116,"2008-2017","Improving",">2% improving"
"885",885,"HRC-00073",109,110,"Pastoral",175.41119,-40.2149499999999,110,110,"2008-2017","Indeterminate","0-1% improving"
"886",886,"HRC-00074",118,119,"Pastoral",175.40034,-40.53773,118,118,"2008-2017","Indeterminate","1-2% improving"
"887",887,"HRC-00075",115,119,"Pastoral",176.10159,-40.22455,119,118,"2008-2017","Indeterminate","0-1% worsening"
"888",888,"HRC-00076",120,120,"Pastoral",175.85389,-40.34449,120,120,"2008-2017","Worsening",">2% worsening"
"889",889,"HRC-00077",120,120,"Pastoral",175.7037,-40.65175,120,120,"2008-2017","Indeterminate","0-1% worsening"
"890",890,"HRC-00078",117,118,"Pastoral",175.58226,-40.23195,117,117,"2008-2017","Indeterminate","0-1% worsening"
"891",891,"HRC-00079",113,114,"Pastoral",175.54461,-40.26253,114,114,"2008-2017","Indeterminate","0-1% worsening"
"892",892,"HRC-00080",119,120,"Pastoral",175.58234,-40.3878299999999,119,120,"2008-2017","Indeterminate","0-1% improving"
"893",893,"HRC-00081",118,120,"Pastoral",175.55681,-40.39832,118,119,"2008-2017","Indeterminate","0-1% worsening"
"894",894,"HRC-00082",118,119,"Pastoral",175.39992,-40.5260299999999,118,118,"2008-2017","Indeterminate","0-1% improving"
"895",895,"HRC-00083",111,111,"Pastoral",175.84022,-40.4394399999999,111,111,"2008-2017","Indeterminate","0-1% worsening"
"896",896,"HRC-00085",36,36,"Pastoral",175.38734,-40.10551,36,36,"2008-2017","Indeterminate","0-1% worsening"
"897",897,"HRC-00086",118,120,"Pastoral",176.2229,-40.08064,120,120,"2008-2017","Worsening",">2% worsening"
"898",898,"HRC-00088",119,120,"Pastoral",175.79276,-40.0621399999999,120,120,"2008-2017","Indeterminate","0-1% worsening"
"899",899,"HRC-00089",112,119,"Pastoral",174.90126,-39.8866699999999,119,119,"2008-2017","Indeterminate","0-1% worsening"
"900",900,"LAWA-100394",40,40,"Pastoral",175.49726909,-41.02534566,40,40,"2008-2017","Improving",">2% improving"
"901",901,"LAWA-100476",39,39,"Pastoral",171.034029764667,-44.8901065333687,39,39,"2008-2017","Indeterminate",">2% improving"
"902",902,"LAWA-100545",36,36,"Pastoral",175.8026666,-39.6721439099999,36,36,"2008-2017","Indeterminate",">2% worsening"
"903",903,"LAWA-101919",38,38,"Pastoral",175.816911,-39.68303099,38,38,"2008-2017","Indeterminate",">2% worsening"
"904",904,"LAWA-101925",120,120,"Pastoral",175.714745,-40.6325591099999,119,120,"2008-2017","Indeterminate","1-2% worsening"
"905",905,"LAWA-101929",119,119,"Pastoral",175.2854268,-39.4377831799999,119,119,"2008-2017","Improving",">2% improving"
"906",906,"LAWA-101932",119,119,"Pastoral",175.5546929,-40.4046547799999,118,119,"2008-2017","Indeterminate","0-1% improving"
"907",907,"LAWA-101933",120,120,"Pastoral",175.8515346,-40.3445402999999,120,120,"2008-2017","Worsening",">2% worsening"
"908",908,"LAWA-101934",118,118,"Native",175.4637507,-39.43163636,118,118,"2008-2017","Improving",">2% improving"
"909",909,"LAWA-101936",118,118,"Pastoral",175.3982241,-40.5368914599999,118,118,"2008-2017","Indeterminate",">2% improving"
"910",910,"LAWA-101939",116,116,"Pastoral",176.2230681,-40.0842257699999,116,116,"2008-2017","Worsening",">2% worsening"
"911",911,"LAWA-101940",109,109,"Pastoral",175.870005,-40.41887136,109,109,"2008-2017","Indeterminate",">2% improving"
"912",912,"LAWA-101941",109,109,"Pastoral",175.8425347,-40.43847492,109,109,"2008-2017","Improving",">2% improving"
"913",913,"LAWA-101943",110,110,"Pastoral",176.1016987,-40.2247147699999,110,110,"2008-2017","Indeterminate",">2% worsening"
"914",914,"LAWA-101944",115,115,"Pastoral",175.3827436,-39.4081261699999,115,115,"2008-2017","Indeterminate","1-2% improving"
"915",915,"LAWA-101948",117,117,"Pastoral",175.5789424,-40.23742684,117,117,"2008-2017","Indeterminate","1-2% worsening"
"916",916,"LAWA-101949",118,118,"Pastoral",175.5411179,-40.2634951799999,118,118,"2008-2017","Improving",">2% improving"
"917",917,"LAWA-101950",119,119,"Pastoral",175.7928277,-40.06392512,119,119,"2008-2017","Improving",">2% improving"
"918",918,"LAWA-101951",111,111,"Pastoral",176.0397533,-40.26133508,111,111,"2008-2017","Indeterminate","0-1% improving"
"919",919,"LAWA-101952",109,109,"Pastoral",175.4112216,-40.2158399899999,109,109,"2008-2017","Worsening",">2% worsening"
"920",920,"LAWA-101956",113,113,"Pastoral",175.484581,-40.1331789399999,113,113,"2008-2017","Worsening",">2% worsening"
"921",921,"LAWA-101957",111,110,"Pastoral",175.3493926,-40.19549245,111,110,"2008-2017","Improving",">2% improving"
"922",922,"LAWA-101958",113,112,"Pastoral",175.3773763,-40.18950695,113,112,"2008-2017","Indeterminate","0-1% worsening"
"923",923,"LAWA-101959",112,112,"Pastoral",175.3885447,-40.10638325,112,112,"2008-2017","Worsening",">2% worsening"
"924",924,"LAWA-101962",115,115,"Pastoral",175.6578585,-39.4624227699999,115,115,"2008-2017","Improving",">2% improving"
"925",925,"LAWA-101963",119,119,"Pastoral",175.5754543,-39.46611582,119,119,"2008-2017","Indeterminate","1-2% improving"
"926",926,"LAWA-102226",40,40,"Pastoral",171.346370688226,-44.2806996853321,40,40,"2008-2017","Indeterminate","1-2% improving"
"927",927,"NAT-AK01",335,322,"Pastoral",174.5169716,-36.38527369,120,119,"2008-2017","Indeterminate","1-2% improving"
"929",929,"NAT-AK01",335,251,"Pastoral",174.5169716,-36.38527369,120,119,"2008-2017","Indeterminate","1-2% improving"
"931",931,"NAT-AK01",335,119,"Pastoral",174.5169716,-36.38527369,120,119,"2008-2017","Indeterminate","1-2% improving"
"936",936,"NAT-AK01",252,322,"Pastoral",174.5169716,-36.38527369,120,119,"2008-2017","Indeterminate","1-2% improving"
"938",938,"NAT-AK01",252,251,"Pastoral",174.5169716,-36.38527369,120,119,"2008-2017","Indeterminate","1-2% improving"
"940",940,"NAT-AK01",252,119,"Pastoral",174.5169716,-36.38527369,120,119,"2008-2017","Indeterminate","1-2% improving"
"945",945,"NAT-AK01",120,322,"Pastoral",174.5169716,-36.38527369,120,119,"2008-2017","Indeterminate","1-2% improving"
"947",947,"NAT-AK01",120,251,"Pastoral",174.5169716,-36.38527369,120,119,"2008-2017","Indeterminate","1-2% improving"
"949",949,"NAT-AK01",120,119,"Pastoral",174.5169716,-36.38527369,120,119,"2008-2017","Indeterminate","1-2% improving"
"954",954,"NAT-AK02",120,321,"Pastoral",174.6179148,-36.74427866,120,118,"2008-2017","Improving",">2% improving"
"955",955,"NAT-AK02",120,118,"Pastoral",174.6179148,-36.74427866,120,118,"2008-2017","Improving",">2% improving"
"960",960,"NAT-AK02",120,250,"Pastoral",174.6179148,-36.74427866,120,118,"2008-2017","Improving",">2% improving"
"963",963,"NAT-AK02",252,321,"Pastoral",174.6179148,-36.74427866,120,118,"2008-2017","Improving",">2% improving"
"964",964,"NAT-AK02",252,118,"Pastoral",174.6179148,-36.74427866,120,118,"2008-2017","Improving",">2% improving"
"969",969,"NAT-AK02",252,250,"Pastoral",174.6179148,-36.74427866,120,118,"2008-2017","Improving",">2% improving"
"972",972,"NAT-AK02",335,321,"Pastoral",174.6179148,-36.74427866,120,118,"2008-2017","Improving",">2% improving"
"973",973,"NAT-AK02",335,118,"Pastoral",174.6179148,-36.74427866,120,118,"2008-2017","Improving",">2% improving"
"978",978,"NAT-AK02",335,250,"Pastoral",174.6179148,-36.74427866,120,118,"2008-2017","Improving",">2% improving"
"983",983,"NAT-AX01",119,322,"Native",169.2805783,-44.72909654,120,120,"2008-2017","Indeterminate","0-1% worsening"
"988",988,"NAT-AX01",119,251,"Native",169.2805783,-44.72909654,120,120,"2008-2017","Indeterminate","0-1% worsening"
"989",989,"NAT-AX01",119,120,"Native",169.2805783,-44.72909654,120,120,"2008-2017","Indeterminate","0-1% worsening"
"992",992,"NAT-AX01",250,322,"Native",169.2805783,-44.72909654,120,120,"2008-2017","Indeterminate","0-1% worsening"
"997",997,"NAT-AX01",250,251,"Native",169.2805783,-44.72909654,120,120,"2008-2017","Indeterminate","0-1% worsening"
"998",998,"NAT-AX01",250,120,"Native",169.2805783,-44.72909654,120,120,"2008-2017","Indeterminate","0-1% worsening"
"1001",1001,"NAT-AX01",333,322,"Native",169.2805783,-44.72909654,120,120,"2008-2017","Indeterminate","0-1% worsening"
"1006",1006,"NAT-AX01",333,251,"Native",169.2805783,-44.72909654,120,120,"2008-2017","Indeterminate","0-1% worsening"
"1007",1007,"NAT-AX01",333,120,"Native",169.2805783,-44.72909654,120,120,"2008-2017","Indeterminate","0-1% worsening"
"1008",1008,"NAT-AX02",330,246,"Native",168.8687454,-45.0063639,117,117,"2008-2017","Indeterminate","0-1% worsening"
"1012",1012,"NAT-AX02",330,117,"Native",168.8687454,-45.0063639,117,117,"2008-2017","Indeterminate","0-1% worsening"
"1015",1015,"NAT-AX02",330,316,"Native",168.8687454,-45.0063639,117,117,"2008-2017","Indeterminate","0-1% worsening"
"1017",1017,"NAT-AX02",248,246,"Native",168.8687454,-45.0063639,117,117,"2008-2017","Indeterminate","0-1% worsening"
"1021",1021,"NAT-AX02",248,117,"Native",168.8687454,-45.0063639,117,117,"2008-2017","Indeterminate","0-1% worsening"
"1024",1024,"NAT-AX02",248,316,"Native",168.8687454,-45.0063639,117,117,"2008-2017","Indeterminate","0-1% worsening"
"1026",1026,"NAT-AX02",117,246,"Native",168.8687454,-45.0063639,117,117,"2008-2017","Indeterminate","0-1% worsening"
"1030",1030,"NAT-AX02",117,117,"Native",168.8687454,-45.0063639,117,117,"2008-2017","Indeterminate","0-1% worsening"
"1033",1033,"NAT-AX02",117,316,"Native",168.8687454,-45.0063639,117,117,"2008-2017","Indeterminate","0-1% worsening"
"1035",1035,"NAT-AX03",120,322,"Native",168.714982,-44.98997365,120,120,"2008-2017","Indeterminate","1-2% worsening"
"1040",1040,"NAT-AX03",120,120,"Native",168.714982,-44.98997365,120,120,"2008-2017","Indeterminate","1-2% worsening"
"1041",1041,"NAT-AX03",120,251,"Native",168.714982,-44.98997365,120,120,"2008-2017","Indeterminate","1-2% worsening"
"1044",1044,"NAT-AX03",334,322,"Native",168.714982,-44.98997365,120,120,"2008-2017","Indeterminate","1-2% worsening"
"1049",1049,"NAT-AX03",334,120,"Native",168.714982,-44.98997365,120,120,"2008-2017","Indeterminate","1-2% worsening"
"1050",1050,"NAT-AX03",334,251,"Native",168.714982,-44.98997365,120,120,"2008-2017","Indeterminate","1-2% worsening"
"1053",1053,"NAT-AX03",251,322,"Native",168.714982,-44.98997365,120,120,"2008-2017","Indeterminate","1-2% worsening"
"1058",1058,"NAT-AX03",251,120,"Native",168.714982,-44.98997365,120,120,"2008-2017","Indeterminate","1-2% worsening"
"1059",1059,"NAT-AX03",251,251,"Native",168.714982,-44.98997365,120,120,"2008-2017","Indeterminate","1-2% worsening"
"1062",1062,"NAT-AX04",332,316,"Pastoral",169.4100638,-45.66474969,119,118,"2008-2017","Indeterminate","0-1% improving"
"1067",1067,"NAT-AX04",332,246,"Pastoral",169.4100638,-45.66474969,119,118,"2008-2017","Indeterminate","0-1% improving"
"1069",1069,"NAT-AX04",332,118,"Pastoral",169.4100638,-45.66474969,119,118,"2008-2017","Indeterminate","0-1% improving"
"1071",1071,"NAT-AX04",250,316,"Pastoral",169.4100638,-45.66474969,119,118,"2008-2017","Indeterminate","0-1% improving"
"1076",1076,"NAT-AX04",250,246,"Pastoral",169.4100638,-45.66474969,119,118,"2008-2017","Indeterminate","0-1% improving"
"1078",1078,"NAT-AX04",250,118,"Pastoral",169.4100638,-45.66474969,119,118,"2008-2017","Indeterminate","0-1% improving"
"1080",1080,"NAT-AX04",119,316,"Pastoral",169.4100638,-45.66474969,119,118,"2008-2017","Indeterminate","0-1% improving"
"1085",1085,"NAT-AX04",119,246,"Pastoral",169.4100638,-45.66474969,119,118,"2008-2017","Indeterminate","0-1% improving"
"1087",1087,"NAT-AX04",119,118,"Pastoral",169.4100638,-45.66474969,119,118,"2008-2017","Indeterminate","0-1% improving"
"1091",1091,"NAT-CH01",119,251,"Native",172.5415535,-42.79038859,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1093",1093,"NAT-CH01",119,323,"Native",172.5415535,-42.79038859,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1097",1097,"NAT-CH01",119,119,"Native",172.5415535,-42.79038859,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1100",1100,"NAT-CH01",251,251,"Native",172.5415535,-42.79038859,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1102",1102,"NAT-CH01",251,323,"Native",172.5415535,-42.79038859,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1106",1106,"NAT-CH01",251,119,"Native",172.5415535,-42.79038859,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1109",1109,"NAT-CH01",335,251,"Native",172.5415535,-42.79038859,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1111",1111,"NAT-CH01",335,323,"Native",172.5415535,-42.79038859,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1115",1115,"NAT-CH01",335,119,"Native",172.5415535,-42.79038859,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1118",1118,"NAT-CH02",120,120,"Pastoral",173.097933249528,-42.8991145309469,120,120,"2008-2017","Improving",">2% improving"
"1121",1121,"NAT-CH02",120,251,"Pastoral",173.097933249528,-42.8991145309469,120,120,"2008-2017","Improving",">2% improving"
"1122",1122,"NAT-CH02",120,323,"Pastoral",173.097933249528,-42.8991145309469,120,120,"2008-2017","Improving",">2% improving"
"1127",1127,"NAT-CH02",336,120,"Pastoral",173.097933249528,-42.8991145309469,120,120,"2008-2017","Improving",">2% improving"
"1130",1130,"NAT-CH02",336,251,"Pastoral",173.097933249528,-42.8991145309469,120,120,"2008-2017","Improving",">2% improving"
"1131",1131,"NAT-CH02",336,323,"Pastoral",173.097933249528,-42.8991145309469,120,120,"2008-2017","Improving",">2% improving"
"1136",1136,"NAT-CH02",252,120,"Pastoral",173.097933249528,-42.8991145309469,120,120,"2008-2017","Improving",">2% improving"
"1139",1139,"NAT-CH02",252,251,"Pastoral",173.097933249528,-42.8991145309469,120,120,"2008-2017","Improving",">2% improving"
"1140",1140,"NAT-CH02",252,323,"Pastoral",173.097933249528,-42.8991145309469,120,120,"2008-2017","Improving",">2% improving"
"1145",1145,"NAT-CH03",335,251,"Native",172.051179,-43.35899784,120,119,"2008-2017","Indeterminate","0-1% improving"
"1146",1146,"NAT-CH03",335,323,"Native",172.051179,-43.35899784,120,119,"2008-2017","Indeterminate","0-1% improving"
"1151",1151,"NAT-CH03",335,119,"Native",172.051179,-43.35899784,120,119,"2008-2017","Indeterminate","0-1% improving"
"1154",1154,"NAT-CH03",251,251,"Native",172.051179,-43.35899784,120,119,"2008-2017","Indeterminate","0-1% improving"
"1155",1155,"NAT-CH03",251,323,"Native",172.051179,-43.35899784,120,119,"2008-2017","Indeterminate","0-1% improving"
"1160",1160,"NAT-CH03",251,119,"Native",172.051179,-43.35899784,120,119,"2008-2017","Indeterminate","0-1% improving"
"1163",1163,"NAT-CH03",119,251,"Native",172.051179,-43.35899784,120,119,"2008-2017","Indeterminate","0-1% improving"
"1164",1164,"NAT-CH03",119,323,"Native",172.051179,-43.35899784,120,119,"2008-2017","Indeterminate","0-1% improving"
"1169",1169,"NAT-CH03",119,119,"Native",172.051179,-43.35899784,120,119,"2008-2017","Indeterminate","0-1% improving"
"1174",1174,"NAT-CH04",251,323,"Pastoral",172.645472082151,-43.4168377632229,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1176",1176,"NAT-CH04",251,119,"Pastoral",172.645472082151,-43.4168377632229,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1178",1178,"NAT-CH04",251,251,"Pastoral",172.645472082151,-43.4168377632229,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1183",1183,"NAT-CH04",335,323,"Pastoral",172.645472082151,-43.4168377632229,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1185",1185,"NAT-CH04",335,119,"Pastoral",172.645472082151,-43.4168377632229,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1187",1187,"NAT-CH04",335,251,"Pastoral",172.645472082151,-43.4168377632229,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1192",1192,"NAT-CH04",119,323,"Pastoral",172.645472082151,-43.4168377632229,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1194",1194,"NAT-CH04",119,119,"Pastoral",172.645472082151,-43.4168377632229,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1196",1196,"NAT-CH04",119,251,"Pastoral",172.645472082151,-43.4168377632229,119,119,"2008-2017","Indeterminate","0-1% worsening"
"1198",1198,"NAT-DN02",252,323,"Pastoral",170.0941372,-45.59619921,118,120,"2008-2017","Indeterminate","0-1% improving"
"1199",1199,"NAT-DN02",252,251,"Pastoral",170.0941372,-45.59619921,118,120,"2008-2017","Indeterminate","0-1% improving"
"1200",1200,"NAT-DN02",252,120,"Pastoral",170.0941372,-45.59619921,118,120,"2008-2017","Indeterminate","0-1% improving"
"1207",1207,"NAT-DN02",335,323,"Pastoral",170.0941372,-45.59619921,118,120,"2008-2017","Indeterminate","0-1% improving"
"1208",1208,"NAT-DN02",335,251,"Pastoral",170.0941372,-45.59619921,118,120,"2008-2017","Indeterminate","0-1% improving"
"1209",1209,"NAT-DN02",335,120,"Pastoral",170.0941372,-45.59619921,118,120,"2008-2017","Indeterminate","0-1% improving"
"1216",1216,"NAT-DN02",120,323,"Pastoral",170.0941372,-45.59619921,118,120,"2008-2017","Indeterminate","0-1% improving"
"1217",1217,"NAT-DN02",120,251,"Pastoral",170.0941372,-45.59619921,118,120,"2008-2017","Indeterminate","0-1% improving"
"1218",1218,"NAT-DN02",120,120,"Pastoral",170.0941372,-45.59619921,118,120,"2008-2017","Indeterminate","0-1% improving"
"1225",1225,"NAT-DN04",252,120,"Pastoral",169.7479876,-46.23727757,119,120,"2008-2017","Indeterminate","0-1% improving"
"1228",1228,"NAT-DN04",252,323,"Pastoral",169.7479876,-46.23727757,119,120,"2008-2017","Indeterminate","0-1% improving"
"1232",1232,"NAT-DN04",252,251,"Pastoral",169.7479876,-46.23727757,119,120,"2008-2017","Indeterminate","0-1% improving"
"1234",1234,"NAT-DN04",336,120,"Pastoral",169.7479876,-46.23727757,119,120,"2008-2017","Indeterminate","0-1% improving"
"1237",1237,"NAT-DN04",336,323,"Pastoral",169.7479876,-46.23727757,119,120,"2008-2017","Indeterminate","0-1% improving"
"1241",1241,"NAT-DN04",336,251,"Pastoral",169.7479876,-46.23727757,119,120,"2008-2017","Indeterminate","0-1% improving"
