"","num_id","s_id","Turbidity","Nitrogen","dominant_landcover","Longitude","lat","E.Coli","Phosphorus","period","Trend","percent_annual_change"
"392",392,"ECAN-00168",38,38,"Pastoral",171.804718180523,-44.0510799042518,38,38,"2008-2017","Indeterminate",">2% improving"
"393",393,"ECAN-00172",119,118,"Pastoral",172.897317889328,-42.8288614870321,119,118,"2008-2017","Improving",">2% improving"
"394",394,"ECAN-00173",40,40,"Pastoral",172.860187269818,-42.8336715847525,40,40,"2008-2017","Improving",">2% improving"
"395",395,"ECAN-00175",40,39,"Urban area",172.64220464473,-43.3049878431717,40,39,"2008-2017","Indeterminate",">2% improving"
"396",396,"ECAN-00176",40,78,"Pastoral",173.678732417348,-42.3765021216474,40,40,"2008-2017","Indeterminate",">2% improving"
"397",397,"ECAN-00176",40,40,"Pastoral",173.678732417348,-42.3765021216474,40,40,"2008-2017","Indeterminate",">2% improving"
"400",400,"ECAN-00177",40,40,"Pastoral",171.3454055818,-44.2020017231538,40,40,"2008-2017","Indeterminate","1-2% worsening"
"401",401,"ECAN-00178",40,40,"Pastoral",171.326317878897,-44.2152041945743,40,40,"2008-2017","Indeterminate",">2% improving"
"402",402,"ECAN-00179",40,40,"Pastoral",171.32509548311,-44.2159517454023,40,40,"2008-2017","Indeterminate",">2% improving"
"404",404,"ECAN-00181",39,39,"Pastoral",171.50891500621,-44.1850064836255,39,39,"2008-2017","Improving",">2% improving"
"406",406,"ECAN-00181",39,83,"Pastoral",171.50891500621,-44.1850064836255,39,39,"2008-2017","Improving",">2% improving"
"407",407,"ECAN-00182",39,39,"Pastoral",171.379688631788,-44.2081827555757,39,39,"2008-2017","Indeterminate","0-1% worsening"
"408",408,"ECAN-00189",39,40,"Pastoral",172.630218670207,-43.3221420798844,40,40,"2008-2017","Improving",">2% improving"
"409",409,"ECAN-00190",39,39,"Pastoral",172.750504795432,-43.6398797782658,39,39,"2008-2017","Improving","1-2% improving"
"410",410,"ECAN-10086",40,40,"Pastoral",173.684257384481,-42.4039466792462,40,40,"2008-2017","Indeterminate","0-1% improving"
"411",411,"ES-00006",108,120,"Native",167.935858078261,-46.249498924569,119,120,"2008-2017","Indeterminate","0-1% worsening"
"415",415,"ES-00021",120,120,"Pastoral",168.777560827914,-46.3890685346813,234,120,"2008-2017","Improving",">2% improving"
"417",417,"ES-00021",120,120,"Pastoral",168.777560827914,-46.3890685346813,120,120,"2008-2017","Improving",">2% improving"
"418",418,"ES-00034",119,120,"Pastoral",169.146731113072,-46.5742168489349,120,120,"2008-2017","Indeterminate","1-2% improving"
"421",421,"ES-00034",119,228,"Pastoral",169.146731113072,-46.5742168489349,120,120,"2008-2017","Indeterminate","1-2% improving"
"422",422,"ES-00034",223,120,"Pastoral",169.146731113072,-46.5742168489349,120,120,"2008-2017","Indeterminate","1-2% improving"
"425",425,"ES-00034",223,228,"Pastoral",169.146731113072,-46.5742168489349,120,120,"2008-2017","Indeterminate","1-2% improving"
"426",426,"ES-00035",118,120,"Pastoral",168.172389275987,-46.2995424429551,120,120,"2008-2017","Indeterminate","0-1% worsening"
"427",427,"ES-00048",109,119,"Pastoral",168.234734679969,-46.0623949587389,119,119,"2008-2017","Worsening",">2% worsening"
"428",428,"ES-00068",36,119,"Pastoral",168.729456510051,-45.9392403133049,118,119,"2008-2017","Indeterminate","0-1% improving"
"431",431,"ES-00072",119,119,"Pastoral",168.082923403251,-46.2859273277536,120,119,"2008-2017","Indeterminate",">2% improving"
"432",432,"ES-00072",119,227,"Pastoral",168.082923403251,-46.2859273277536,220,119,"2008-2017","Indeterminate",">2% improving"
"435",435,"ES-00072",119,119,"Pastoral",168.082923403251,-46.2859273277536,220,119,"2008-2017","Indeterminate",">2% improving"
"436",436,"ES-00072",119,227,"Pastoral",168.082923403251,-46.2859273277536,120,119,"2008-2017","Indeterminate",">2% improving"
"439",439,"ES-00072",223,119,"Pastoral",168.082923403251,-46.2859273277536,120,119,"2008-2017","Indeterminate",">2% improving"
"440",440,"ES-00072",223,227,"Pastoral",168.082923403251,-46.2859273277536,220,119,"2008-2017","Indeterminate",">2% improving"
"443",443,"ES-00072",223,119,"Pastoral",168.082923403251,-46.2859273277536,220,119,"2008-2017","Indeterminate",">2% improving"
"444",444,"ES-00072",223,227,"Pastoral",168.082923403251,-46.2859273277536,120,119,"2008-2017","Indeterminate",">2% improving"
"445",445,"EW-00001",119,119,"Native",174.837116995288,-38.5631084931943,79,119,"2008-2017","Indeterminate","0-1% worsening"
"447",447,"EW-00001",119,119,"Native",174.837116995288,-38.5631084931943,40,119,"2008-2017","Indeterminate","0-1% worsening"
"450",450,"EW-00002",119,119,"Pastoral",174.709009324741,-38.6723891180482,40,119,"2008-2017","Indeterminate","0-1% worsening"
"451",451,"EW-00002",119,119,"Pastoral",174.709009324741,-38.6723891180482,79,119,"2008-2017","Indeterminate","0-1% worsening"
"453",453,"EW-00004",120,120,"Pastoral",175.09097104267,-37.5870112217529,40,120,"2008-2017","Indeterminate","0-1% worsening"
"456",456,"EW-00004",120,120,"Pastoral",175.09097104267,-37.5870112217529,80,120,"2008-2017","Indeterminate","0-1% worsening"
"457",457,"EW-00005",120,120,"Native",175.671016007859,-37.2896499189232,80,120,"2008-2017","Indeterminate","0-1% worsening"
"458",458,"EW-00005",120,120,"Native",175.671016007859,-37.2896499189232,40,120,"2008-2017","Indeterminate","0-1% worsening"
"461",461,"EW-00006",120,120,"Native",176.020692474093,-38.853963249184,39,120,"2008-2017","Improving",">2% improving"
"463",463,"EW-00006",120,120,"Native",176.020692474093,-38.853963249184,79,120,"2008-2017","Improving",">2% improving"
"465",465,"EW-00008",120,120,"Pastoral",175.534949083881,-37.8995516346389,40,120,"2008-2017","Indeterminate","0-1% improving"
"466",466,"EW-00008",120,120,"Pastoral",175.534949083881,-37.8995516346389,80,120,"2008-2017","Indeterminate","0-1% improving"
"469",469,"EW-00009",119,119,"Native",175.590522392679,-37.1573656960264,80,119,"2008-2017","Indeterminate","0-1% worsening"
"472",472,"EW-00009",119,119,"Native",175.590522392679,-37.1573656960264,40,119,"2008-2017","Indeterminate","0-1% worsening"
"474",474,"EW-00010",120,120,"Pastoral",176.342556260567,-38.382238370817,79,120,"2008-2017","Improving",">2% improving"
"476",476,"EW-00010",120,120,"Pastoral",176.342556260567,-38.382238370817,40,120,"2008-2017","Improving",">2% improving"
"477",477,"EW-00011",120,120,"Urban area",175.261451019445,-37.7449944685449,80,120,"2008-2017","Improving",">2% improving"
"478",478,"EW-00011",120,120,"Urban area",175.261451019445,-37.7449944685449,40,120,"2008-2017","Improving",">2% improving"
"481",481,"EW-00012",120,120,"Pastoral",175.253074645438,-37.6261837368706,79,120,"2008-2017","Improving","1-2% improving"
"482",482,"EW-00012",120,120,"Pastoral",175.253074645438,-37.6261837368706,40,120,"2008-2017","Improving","1-2% improving"
"485",485,"EW-00014",120,120,"Pastoral",175.768600585648,-38.8887306216126,40,120,"2008-2017","Indeterminate","0-1% worsening"
"486",486,"EW-00016",120,120,"Pastoral",175.696788242224,-38.0553211955092,80,120,"2008-2017","Worsening","1-2% worsening"
"488",488,"EW-00016",120,120,"Pastoral",175.696788242224,-38.0553211955092,40,120,"2008-2017","Worsening","1-2% worsening"
"490",490,"EW-00017",120,120,"Exotic forest",176.011757433945,-38.347165834374,80,120,"2008-2017","Improving","1-2% improving"
"491",491,"EW-00017",120,120,"Exotic forest",176.011757433945,-38.347165834374,40,120,"2008-2017","Improving","1-2% improving"
"495",495,"EW-00018",120,120,"Pastoral",176.317506581143,-38.4525976713696,79,120,"2008-2017","Improving",">2% improving"
"497",497,"EW-00018",120,120,"Pastoral",176.317506581143,-38.4525976713696,40,120,"2008-2017","Improving",">2% improving"
"498",498,"EW-00020",115,115,"Urban area",175.300494505438,-37.8117970730327,38,120,"2008-2017","Worsening",">2% worsening"
"500",500,"EW-00020",115,115,"Urban area",175.300494505438,-37.8117970730327,78,120,"2008-2017","Worsening",">2% worsening"
"504",504,"EW-00021",120,120,"Pastoral",175.83942566983,-38.196940583132,40,120,"2008-2017","Improving",">2% improving"
"505",505,"EW-00021",120,120,"Pastoral",175.83942566983,-38.196940583132,80,120,"2008-2017","Improving",">2% improving"
"507",507,"EW-00022",119,119,"Pastoral",174.669238071743,-38.6441643644694,40,119,"2008-2017","Indeterminate","1-2% improving"
"508",508,"EW-00022",119,119,"Pastoral",174.669238071743,-38.6441643644694,77,119,"2008-2017","Indeterminate","1-2% improving"
"510",510,"EW-00023",119,119,"Native",175.538158089752,-38.0509174723394,79,119,"2008-2017","Indeterminate","1-2% improving"
"511",511,"EW-00023",119,119,"Native",175.538158089752,-38.0509174723394,40,119,"2008-2017","Indeterminate","1-2% improving"
"514",514,"EW-00025",120,120,"Pastoral",175.336250342001,-37.8092456754195,80,120,"2008-2017","Improving",">2% improving"
"517",517,"EW-00025",120,120,"Pastoral",175.336250342001,-37.8092456754195,40,120,"2008-2017","Improving",">2% improving"
"518",518,"EW-00026",120,120,"Pastoral",175.387499343319,-37.7793094894846,40,120,"2008-2017","Indeterminate","1-2% improving"
"520",520,"EW-00026",120,120,"Pastoral",175.387499343319,-37.7793094894846,80,120,"2008-2017","Indeterminate","1-2% improving"
"524",524,"EW-00030",118,118,"Pastoral",175.205339327183,-38.1959117036534,79,118,"2008-2017","Improving",">2% improving"
"525",525,"EW-00030",118,118,"Pastoral",175.205339327183,-38.1959117036534,39,118,"2008-2017","Improving",">2% improving"
"526",526,"EW-00033",118,118,"Pastoral",175.396145259323,-38.0982243078572,40,118,"2008-2017","Improving",">2% improving"
"529",529,"EW-00033",118,118,"Pastoral",175.396145259323,-38.0982243078572,79,118,"2008-2017","Improving",">2% improving"
"530",530,"EW-00034",119,119,"Native",175.13741278133,-38.0304880234985,40,119,"2008-2017","Indeterminate","0-1% worsening"
"532",532,"EW-00034",119,119,"Native",175.13741278133,-38.0304880234985,80,119,"2008-2017","Indeterminate","0-1% worsening"
"535",535,"EW-00036",118,118,"Pastoral",175.404914373312,-37.8898105697782,39,118,"2008-2017","Indeterminate","1-2% improving"
"536",536,"EW-00036",118,118,"Pastoral",175.404914373312,-37.8898105697782,79,118,"2008-2017","Indeterminate","1-2% improving"
"539",539,"EW-00037",120,120,"Exotic forest",175.424354884271,-37.4008056846073,40,120,"2008-2017","Indeterminate","0-1% improving"
"540",540,"EW-00037",120,120,"Exotic forest",175.424354884271,-37.4008056846073,80,120,"2008-2017","Indeterminate","0-1% improving"
"542",542,"EW-00040",120,120,"Pastoral",174.834722021283,-38.2594414936044,40,120,"2008-2017","Indeterminate","0-1% improving"
"543",543,"EW-00040",120,120,"Pastoral",174.834722021283,-38.2594414936044,80,120,"2008-2017","Indeterminate","0-1% improving"
"548",548,"EW-00043",119,119,"Pastoral",174.72426079586,-38.6847715332841,79,119,"2008-2017","Indeterminate",">2% improving"
"549",549,"EW-00043",119,119,"Pastoral",174.72426079586,-38.6847715332841,40,119,"2008-2017","Indeterminate",">2% improving"
"550",550,"EW-00044",119,119,"Pastoral",175.286169269964,-38.4655875860095,40,119,"2008-2017","Improving",">2% improving"
"551",551,"EW-00044",119,119,"Pastoral",175.286169269964,-38.4655875860095,80,119,"2008-2017","Improving",">2% improving"
"555",555,"EW-00045",119,119,"Pastoral",174.90481260219,-38.5715687207091,40,119,"2008-2017","Indeterminate","0-1% improving"
"556",556,"EW-00045",119,119,"Pastoral",174.90481260219,-38.5715687207091,79,119,"2008-2017","Indeterminate","0-1% improving"
"559",559,"EW-00046",119,119,"Pastoral",174.98139526696,-38.5507164620967,79,119,"2008-2017","Indeterminate","0-1% improving"
"561",561,"EW-00046",119,119,"Pastoral",174.98139526696,-38.5507164620967,40,119,"2008-2017","Indeterminate","0-1% improving"
"562",562,"EW-00048",118,118,"Native",174.972518351917,-37.7631544554243,80,118,"2008-2017","Improving","1-2% improving"
"564",564,"EW-00048",118,118,"Native",174.972518351917,-37.7631544554243,40,118,"2008-2017","Improving","1-2% improving"
"566",566,"EW-00049",119,119,"Pastoral",175.794422436125,-37.4146383541911,40,119,"2008-2017","Improving",">2% improving"
"569",569,"EW-00049",119,119,"Pastoral",175.794422436125,-37.4146383541911,80,119,"2008-2017","Improving",">2% improving"
"572",572,"EW-00050",120,120,"Pastoral",175.866745259212,-37.3734378909694,40,120,"2008-2017","Improving",">2% improving"
"573",573,"EW-00050",120,120,"Pastoral",175.866745259212,-37.3734378909694,80,120,"2008-2017","Improving",">2% improving"
"575",575,"EW-00051",119,120,"Pastoral",175.150922330953,-37.7679353179394,40,120,"2008-2017","Indeterminate","1-2% worsening"
"577",577,"EW-00051",119,120,"Pastoral",175.150922330953,-37.7679353179394,80,120,"2008-2017","Indeterminate","1-2% worsening"
"578",578,"EW-00053",119,119,"Pastoral",174.884997320586,-37.3652522107812,39,119,"2008-2017","Indeterminate","1-2% improving"
"581",581,"EW-00053",119,119,"Pastoral",174.884997320586,-37.3652522107812,78,119,"2008-2017","Indeterminate","1-2% improving"
"583",583,"EW-00054",120,120,"Pastoral",175.770603877803,-37.9221423882887,80,120,"2008-2017","Improving",">2% improving"
"585",585,"EW-00054",120,120,"Pastoral",175.770603877803,-37.9221423882887,40,120,"2008-2017","Improving",">2% improving"
"586",586,"EW-00056",120,120,"Pastoral",176.263725392085,-38.3071920215625,40,111,"2008-2017","Improving",">2% improving"
"589",589,"EW-00056",120,120,"Pastoral",176.263725392085,-38.3071920215625,79,111,"2008-2017","Improving",">2% improving"
"590",590,"EW-00057",120,120,"Pastoral",175.60384868366,-37.7023395427299,40,120,"2008-2017","Improving",">2% improving"
"593",593,"EW-00057",120,120,"Pastoral",175.60384868366,-37.7023395427299,80,120,"2008-2017","Improving",">2% improving"
"596",596,"EW-00058",120,120,"Pastoral",175.506337379609,-37.5134598526515,77,120,"2008-2017","Indeterminate","0-1% improving"
"597",597,"EW-00058",120,120,"Pastoral",175.506337379609,-37.5134598526515,40,120,"2008-2017","Indeterminate","0-1% improving"
"598",598,"EW-00059",120,120,"Pastoral",175.630061524085,-37.8270354795721,40,120,"2008-2017","Indeterminate","0-1% worsening"
"600",600,"EW-00059",120,120,"Pastoral",175.630061524085,-37.8270354795721,80,120,"2008-2017","Indeterminate","0-1% worsening"
"602",602,"EW-00060",120,120,"Pastoral",175.722546791127,-38.0579166582422,80,120,"2008-2017","Indeterminate","0-1% worsening"
"603",603,"EW-00060",120,120,"Pastoral",175.722546791127,-38.0579166582422,40,120,"2008-2017","Indeterminate","0-1% worsening"
"606",606,"EW-00061",119,119,"Pastoral",176.258454325785,-38.6129915484636,40,119,"2008-2017","Improving",">2% improving"
"608",608,"EW-00061",119,119,"Pastoral",176.258454325785,-38.6129915484636,77,119,"2008-2017","Improving",">2% improving"
"610",610,"EW-00064",120,120,"Pastoral",176.070544240897,-38.3378467366305,80,120,"2008-2017","Indeterminate","0-1% worsening"
"613",613,"EW-00064",120,120,"Pastoral",176.070544240897,-38.3378467366305,40,120,"2008-2017","Indeterminate","0-1% worsening"
"616",616,"EW-00065",120,120,"Native",175.770936873536,-37.0744325020849,40,120,"2008-2017","Indeterminate","0-1% worsening"
"617",617,"EW-00065",120,120,"Native",175.770936873536,-37.0744325020849,80,120,"2008-2017","Indeterminate","0-1% worsening"
"618",618,"EW-00066",120,120,"Native",175.505094549805,-36.9815869379655,40,120,"2008-2017","Indeterminate","0-1% worsening"
"621",621,"EW-00066",120,120,"Native",175.505094549805,-36.9815869379655,80,120,"2008-2017","Indeterminate","0-1% worsening"
"624",624,"EW-00072",120,120,"Pastoral",175.290465863315,-37.3838306179297,40,120,"2008-2017","Indeterminate","1-2% improving"
"625",625,"EW-00072",120,120,"Pastoral",175.290465863315,-37.3838306179297,79,120,"2008-2017","Indeterminate","1-2% improving"
"627",627,"EW-00073",120,120,"Native",175.524390510656,-36.7938607100792,80,120,"2008-2017","Indeterminate","0-1% worsening"
"628",628,"EW-00073",120,120,"Native",175.524390510656,-36.7938607100792,40,120,"2008-2017","Indeterminate","0-1% worsening"
"630",630,"EW-00074",120,120,"Native",175.682716302898,-38.7002032737525,80,120,"2008-2017","Improving","1-2% improving"
"631",631,"EW-00074",120,120,"Native",175.682716302898,-38.7002032737525,40,120,"2008-2017","Improving","1-2% improving"
"634",634,"EW-00075",120,120,"Pastoral",175.839374136597,-37.7874458617256,80,120,"2008-2017","Improving","1-2% improving"
"637",637,"EW-00075",120,120,"Pastoral",175.839374136597,-37.7874458617256,40,120,"2008-2017","Improving","1-2% improving"
"639",639,"EW-00076",120,120,"Exotic forest",175.814088326377,-38.0192588201407,40,120,"2008-2017","Indeterminate","0-1% worsening"
"640",640,"EW-00076",120,120,"Exotic forest",175.814088326377,-38.0192588201407,80,120,"2008-2017","Indeterminate","0-1% worsening"
"644",644,"EW-00077",120,120,"Pastoral",175.206777865847,-37.6977289352494,237,120,"2008-2017","Improving",">2% improving"
"646",646,"EW-00077",120,120,"Pastoral",175.206777865847,-37.6977289352494,118,120,"2008-2017","Improving",">2% improving"
"648",648,"EW-00078",120,120,"Pastoral",175.154277323428,-37.5662443743287,237,120,"2008-2017","Improving",">2% improving"
"650",650,"EW-00078",120,120,"Pastoral",175.154277323428,-37.5662443743287,117,120,"2008-2017","Improving",">2% improving"
"654",654,"EW-00079",120,120,"Pastoral",175.046703329257,-37.281271741161,237,120,"2008-2017","Improving",">2% improving"
"658",658,"EW-00079",120,120,"Pastoral",175.046703329257,-37.281271741161,118,120,"2008-2017","Improving",">2% improving"
"660",660,"EW-00080",120,120,"Pastoral",175.347742162208,-37.8396283916306,118,120,"2008-2017","Indeterminate","1-2% improving"
"661",661,"EW-00082",119,119,"Native",176.303745860361,-38.5327953576151,117,119,"2008-2017","Indeterminate","0-1% improving"
"662",662,"EW-00082",119,119,"Native",176.303745860361,-38.5327953576151,236,119,"2008-2017","Indeterminate","0-1% improving"
"669",669,"EW-00083",119,119,"Pastoral",176.086134019175,-38.406997966736,117,119,"2008-2017","Improving","1-2% improving"
"671",671,"EW-00083",119,119,"Pastoral",176.086134019175,-38.406997966736,236,119,"2008-2017","Improving","1-2% improving"
"675",675,"EW-00084",120,120,"Pastoral",174.945178573855,-37.2960074716085,237,120,"2008-2017","Improving",">2% improving"
"676",676,"EW-00084",120,120,"Pastoral",174.945178573855,-37.2960074716085,118,120,"2008-2017","Improving",">2% improving"
"682",682,"EW-00085",119,119,"Pastoral",175.685227433566,-38.285510362379,235,119,"2008-2017","Improving","1-2% improving"
"684",684,"EW-00085",119,119,"Pastoral",175.685227433566,-38.285510362379,116,119,"2008-2017","Improving","1-2% improving"
"686",686,"EW-00086",110,110,"Pastoral",175.806337994402,-38.4187135947562,227,110,"2008-2017","Indeterminate","1-2% improving"
"687",687,"EW-00086",110,110,"Pastoral",175.806337994402,-38.4187135947562,108,110,"2008-2017","Indeterminate","1-2% improving"
"693",693,"EW-00088",120,120,"Native",175.919258464045,-38.0037813714963,40,120,"2008-2017","Indeterminate","0-1% worsening"
"694",694,"EW-00088",120,120,"Native",175.919258464045,-38.0037813714963,80,120,"2008-2017","Indeterminate","0-1% worsening"
"696",696,"EW-00089",120,120,"Pastoral",175.865479835301,-37.853300774061,40,120,"2008-2017","Improving",">2% improving"
"697",697,"EW-00089",120,120,"Pastoral",175.865479835301,-37.853300774061,80,120,"2008-2017","Improving",">2% improving"
"699",699,"EW-00090",119,119,"Pastoral",176.346174289548,-38.3805314788798,40,110,"2008-2017","Improving",">2% improving"
"700",700,"EW-00090",119,119,"Pastoral",176.346174289548,-38.3805314788798,79,110,"2008-2017","Improving",">2% improving"
"703",703,"EW-00094",119,119,"Pastoral",175.208642332889,-38.1922361711938,80,119,"2008-2017","Improving",">2% improving"
"706",706,"EW-00094",119,119,"Pastoral",175.208642332889,-38.1922361711938,40,119,"2008-2017","Improving",">2% improving"
"709",709,"EW-00095",120,120,"Pastoral",175.959677040022,-38.4228487324215,40,111,"2008-2017","Improving",">2% improving"
"710",710,"EW-00095",120,120,"Pastoral",175.959677040022,-38.4228487324215,80,111,"2008-2017","Improving",">2% improving"
"711",711,"EW-00096",120,120,"Exotic forest",176.086242026119,-38.7981140981171,40,120,"2008-2017","Indeterminate","0-1% worsening"
"714",714,"EW-00096",120,120,"Exotic forest",176.086242026119,-38.7981140981171,80,120,"2008-2017","Indeterminate","0-1% worsening"
"715",715,"EW-00097",120,120,"Pastoral",175.357903688482,-37.2724332763866,40,120,"2008-2017","Improving",">2% improving"
"718",718,"EW-00097",120,120,"Pastoral",175.357903688482,-37.2724332763866,80,120,"2008-2017","Improving",">2% improving"
"721",721,"EW-00098",120,120,"Urban area",175.270125304754,-37.7729705043793,40,120,"2008-2017","Indeterminate",">2% improving"
"722",722,"EW-00098",120,120,"Urban area",175.270125304754,-37.7729705043793,80,120,"2008-2017","Indeterminate",">2% improving"
"723",723,"EW-00099",118,118,"Pastoral",175.783202547386,-37.4167234480118,40,118,"2008-2017","Indeterminate","0-1% worsening"
"724",724,"EW-00099",118,118,"Pastoral",175.783202547386,-37.4167234480118,80,118,"2008-2017","Indeterminate","0-1% worsening"
"727",727,"EW-00100",118,118,"Pastoral",174.975218123383,-37.8180906700705,80,118,"2008-2017","Indeterminate","1-2% improving"
"728",728,"EW-00100",118,118,"Pastoral",174.975218123383,-37.8180906700705,40,118,"2008-2017","Indeterminate","1-2% improving"
"733",733,"EW-00101",120,120,"Pastoral",175.741164634185,-37.7653456084661,80,120,"2008-2017","Improving",">2% improving"
"734",734,"EW-00101",120,120,"Pastoral",175.741164634185,-37.7653456084661,40,120,"2008-2017","Improving",">2% improving"
"735",735,"EW-00102",120,120,"Pastoral",175.629157415427,-37.5295583767832,40,120,"2008-2017","Indeterminate","0-1% improving"
"736",736,"EW-00102",120,120,"Pastoral",175.629157415427,-37.5295583767832,80,120,"2008-2017","Indeterminate","0-1% improving"
"741",741,"EW-00104",118,119,"Pastoral",175.192293108196,-38.1808463852947,40,119,"2008-2017","Indeterminate","0-1% worsening"
"742",742,"EW-00104",118,119,"Pastoral",175.192293108196,-38.1808463852947,80,119,"2008-2017","Indeterminate","0-1% worsening"
"744",744,"EW-00105",120,120,"Pastoral",175.098779177931,-38.2601596511047,40,120,"2008-2017","Indeterminate","0-1% worsening"
"745",745,"EW-00105",120,120,"Pastoral",175.098779177931,-38.2601596511047,80,120,"2008-2017","Indeterminate","0-1% worsening"
"749",749,"EW-00106",120,120,"Native",175.693228531,-36.9239897954475,40,120,"2008-2017","Indeterminate","0-1% worsening"
"750",750,"EW-00106",120,120,"Native",175.693228531,-36.9239897954475,80,120,"2008-2017","Indeterminate","0-1% worsening"
"752",752,"EW-00109",119,119,"Pastoral",175.871808732372,-38.21446945527,39,119,"2008-2017","Worsening",">2% worsening"
"754",754,"EW-00109",119,119,"Pastoral",175.871808732372,-38.21446945527,79,119,"2008-2017","Worsening",">2% worsening"
"755",755,"EW-00113",119,119,"Pastoral",175.731049439201,-38.7828631481345,40,119,"2008-2017","Improving",">2% improving"
"756",756,"EW-00115",120,120,"Native",175.842021846597,-37.1357467196371,40,120,"2008-2017","Indeterminate","0-1% worsening"
"757",757,"EW-00115",120,120,"Native",175.842021846597,-37.1357467196371,80,120,"2008-2017","Indeterminate","0-1% worsening"
"760",760,"EW-00116",120,120,"Pastoral",175.782701152047,-38.8592591914886,40,120,"2008-2017","Improving",">2% improving"
"763",763,"EW-00119",119,119,"Native",176.06993982251,-38.6810584711027,236,119,"2008-2017","Worsening",">2% worsening"
"764",764,"GW-00004",120,120,"Pastoral",175.12625035,-40.73663304,120,120,"2008-2017","Improving",">2% improving"
"765",765,"GW-00005",120,120,"Native",175.19957526,-40.8220466,120,120,"2008-2017","Indeterminate","0-1% worsening"
"766",766,"GW-00007",120,120,"Pastoral",175.0889146,-40.79042456,120,120,"2008-2017","Indeterminate","0-1% worsening"
"767",767,"GW-00010",120,120,"Native",175.03207168,-40.87694978,120,120,"2008-2017","Indeterminate","0-1% worsening"
"768",768,"GW-00013",119,119,"Pastoral",174.92617299,-41.07930266,119,119,"2008-2017","Indeterminate",">2% improving"
"769",769,"GW-00014",120,120,"Pastoral",174.91877486,-41.11427573,120,120,"2008-2017","Improving",">2% improving"
"770",770,"GW-00016",120,120,"Urban area",174.83958812,-41.14936353,119,120,"2008-2017","Indeterminate","1-2% improving"
"771",771,"GW-00017",120,120,"Pastoral",174.71271629,-41.23595385,120,120,"2008-2017","Indeterminate","1-2% improving"
"772",772,"GW-00018",120,120,"Urban area",174.72253616,-41.29542655,120,120,"2008-2017","Improving",">2% improving"
"773",773,"GW-00019",120,120,"Urban area",174.77940709,-41.25798289,120,120,"2008-2017","Indeterminate","0-1% worsening"
"774",774,"GW-00020",119,119,"Native",175.14363637,-41.07991041,119,119,"2008-2017","Improving","1-2% improving"
"775",775,"GW-00021",119,119,"Native",174.98644435,-41.15364323,119,119,"2008-2017","Improving",">2% improving"
"776",776,"GW-00023",119,119,"Native",175.19714172,-41.0652202,119,119,"2008-2017","Improving",">2% improving"
"777",777,"GW-00024",119,119,"Pastoral",175.1280911,-41.09432204,119,119,"2008-2017","Indeterminate","1-2% improving"
"778",778,"GW-00025",119,119,"Native",175.09766097,-41.08952998,119,119,"2008-2017","Indeterminate","0-1% worsening"
"779",779,"GW-00026",119,119,"Native",175.05161711,-41.11230111,119,119,"2008-2017","Indeterminate","1-2% improving"
"780",780,"GW-00028",115,115,"Native",175.00892684,-41.25677265,115,115,"2008-2017","Indeterminate","0-1% improving"
"781",781,"GW-00029",118,118,"Native",174.88175858,-41.39450591,118,118,"2008-2017","Improving",">2% improving"
"782",782,"GW-00031",112,112,"Native",175.58256015,-40.74966737,112,112,"2008-2017","Indeterminate","0-1% worsening"
"783",783,"GW-00032",117,117,"Pastoral",175.68011378,-40.95283816,117,117,"2008-2017","Improving",">2% improving"
"784",784,"GW-00033",117,117,"Pastoral",175.62913522,-41.07237221,117,117,"2008-2017","Improving",">2% improving"
"785",785,"GW-00034",116,116,"Pastoral",175.36108795,-41.24812292,116,116,"2008-2017","Improving",">2% improving"
"786",786,"GW-00037",119,119,"Pastoral",175.66761699,-41.06304782,119,119,"2008-2017","Indeterminate","1-2% improving"
"787",787,"GW-00038",117,117,"Pastoral",175.69179599,-40.89357041,117,117,"2008-2017","Indeterminate",">2% improving"
"788",788,"GW-00039",116,116,"Pastoral",175.68901633,-40.98628944,115,116,"2008-2017","Indeterminate","0-1% improving"
"789",789,"GW-00040",120,120,"Pastoral",175.6735615,-40.95415228,120,120,"2008-2017","Indeterminate","0-1% worsening"
"790",790,"GW-00042",118,118,"Pastoral",176.04296485,-40.95994723,118,118,"2008-2017","Indeterminate","1-2% improving"
"791",791,"GW-00045",38,38,"Pastoral",175.59297497,-40.99686768,38,38,"2008-2017","Improving",">2% improving"
"792",792,"GW-00046",116,116,"Pastoral",175.54166084,-41.07801993,116,116,"2008-2017","Improving",">2% improving"
"793",793,"GW-00048",116,116,"Pastoral",175.5076284,-41.09110551,116,116,"2008-2017","Improving",">2% improving"
"794",794,"GW-00050",117,117,"Pastoral",175.49618121,-41.05477704,117,117,"2008-2017","Improving",">2% improving"
"795",795,"GW-00051",116,116,"Pastoral",175.46909416,-41.20800072,116,116,"2008-2017","Improving",">2% improving"
"796",796,"GW-00053",116,116,"Pastoral",175.515193,-41.4945283,116,116,"2008-2017","Improving",">2% improving"
"798",798,"HBRC-00006",36,38,"Pastoral",176.58072803493,-40.2966808135443,40,40,"2008-2017","Indeterminate","1-2% improving"
"799",799,"HBRC-00007",39,111,"Pastoral",176.931971244572,-39.6045571631162,117,114,"2008-2017","Indeterminate",">2% improving"
"801",801,"HBRC-00008",39,108,"Pastoral",176.323099487699,-40.015430709631,114,115,"2008-2017","Improving","1-2% improving"
